accession,display_name,tax_id,parent_tax_id,sci_name,strain,title,submission_date,seq_length,assembly_level
GCF_900601915.1,p8.G10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6229506,Contig
GCF_900601905.1,p8.G2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5747152,Contig
GCF_900601895.1,p8.G1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6019855,Contig
GCF_900601885.1,p8.F12,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5995019,Contig
GCF_900601875.1,p8.F5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5979940,Contig
GCF_900601865.1,p8.E9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6094809,Contig
GCF_900601855.1,p8.F10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5982846,Contig
GCF_900601845.1,p8.E8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6007765,Contig
GCF_900601835.1,p8.E7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5996421,Contig
GCF_900601825.1,p8.E6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5992673,Contig
GCF_900601815.1,p8.E3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6865545,Contig
GCF_900601805.1,p8.F11,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5988562,Contig
GCF_900601795.1,p8.E4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5900974,Contig
GCF_900601785.1,p8.E5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5961188,Contig
GCF_900601775.1,p8.E2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5980594,Contig
GCF_900601765.1,p8.E1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5988713,Contig
GCF_900601755.1,p8.D2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5976837,Contig
GCF_900601745.1,p8.D4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6719959,Contig
GCF_900601735.1,p8.D3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6713244,Contig
GCF_900601725.1,p8.D8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6001655,Contig
GCF_900601715.1,p8.D6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5996134,Contig
GCF_900601705.1,p8.E10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6094801,Contig
GCF_900601695.1,p8.E11,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6232130,Contig
GCF_900601685.1,p8.D5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5995603,Contig
GCF_900601675.1,p8.D9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6091899,Contig
GCF_900601665.1,p8.C7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6117218,Contig
GCF_900601655.1,p8.C9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5982822,Contig
GCF_900601645.1,p8.D1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5998653,Contig
GCF_900601635.1,p8.D10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6454846,Contig
GCF_900601625.1,p8.C6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5978680,Contig
GCF_900601615.1,p8.C3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5958661,Contig
GCF_900601605.1,p8.C8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5935286,Contig
GCF_900601595.1,p8.D11,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6499839,Contig
GCF_900601585.1,p8.C4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5962387,Contig
GCF_900601575.1,p8.C5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6475081,Contig
GCF_900601565.1,p8.B3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5951429,Contig
GCF_900601555.1,p8.C1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6026983,Contig
GCF_900601545.1,p8.B5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5979069,Contig
GCF_900601535.1,p8.C2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5949054,Contig
GCF_900601525.1,p8.B7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5925974,Contig
GCF_900601515.1,p8.B4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6461792,Contig
GCF_900601505.1,p8.B9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5903867,Contig
GCF_900601495.1,p8.B8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5903402,Contig
GCF_900601485.1,p8.B6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6117511,Contig
GCF_900601475.1,p8.B2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5950546,Contig
GCF_900601465.1,p8.A5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5994156,Contig
GCF_900601455.1,p8.A10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5955533,Contig
GCF_900601445.1,p7.H8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6096102,Contig
GCF_900601435.1,p8.A1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6252608,Contig
GCF_900601425.1,p8.A7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6000307,Contig
GCF_900601405.1,p7.H9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5645714,Contig
GCF_900601395.1,p8.A8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5888906,Contig
GCF_900601385.1,p8.A9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6100825,Contig
GCF_900601375.1,p8.A11,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5953487,Contig
GCF_900601365.1,p7.H4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6002167,Contig
GCF_900601355.1,p7.H5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5991138,Contig
GCF_900601345.1,p7.H2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6217766,Contig
GCF_900601335.1,p7.H3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6003146,Contig
GCF_900601325.1,p7.H11,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6272577,Contig
GCF_900601315.1,p7.H1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6003963,Contig
GCF_900601305.1,p7.G9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5622059,Contig
GCF_900601295.1,p7.H10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6271143,Contig
GCF_900601285.1,p7.H6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5955454,Contig
GCF_900601275.1,p7.H7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5961079,Contig
GCF_900601265.1,p7.G8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6093247,Contig
GCF_900601255.1,p7.G7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5952913,Contig
GCF_900601245.1,p7.G2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6060260,Contig
GCF_900601235.1,p7.G6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5994865,Contig
GCF_900601215.1,p7.G3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5988402,Contig
GCF_900601205.1,p7.G1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6024631,Contig
GCF_900601195.1,p7.G5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5988485,Contig
GCF_900601185.1,p7.G11,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6262526,Contig
GCF_900601175.1,p7.F4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5962329,Contig
GCF_900601165.1,p7.F2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6342746,Contig
GCF_900601155.1,p7.F3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5987543,Contig
GCF_900601145.1,p7.F7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6060520,Contig
GCF_900601135.1,p7.F6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6059266,Contig
GCF_900601125.1,p7.F1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6100858,Contig
GCF_900601115.1,p7.F10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6062436,Contig
GCF_900601105.1,p7.F12,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6005832,Contig
GCF_900601095.1,p7.F9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6000528,Contig
GCF_900601085.1,p7.F5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5999900,Contig
GCF_900601075.1,p7.E5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6066141,Contig
GCF_900601065.1,p7.E4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5960374,Contig
GCF_900601055.1,p7.E9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5995088,Contig
GCF_900601045.1,p7.E6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6058759,Contig
GCF_900601035.1,p7.E7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5926019,Contig
GCF_900601025.1,p7.E1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6084673,Contig
GCF_900601015.1,p7.E2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6408467,Contig
GCF_900601005.1,p7.E3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5986047,Contig
GCF_900600995.1,p7.E12,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6092758,Contig
GCF_900600985.1,p7.E8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5909258,Contig
GCF_900600975.1,p7.D9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5954547,Contig
GCF_900600965.1,p7.D8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5952719,Contig
GCF_900600955.1,p7.D7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5905804,Contig
GCF_900600945.1,p7.D4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5986576,Contig
GCF_900600935.1,p7.E10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5951139,Contig
GCF_900600925.1,p7.D6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5841345,Contig
GCF_900600915.1,p7.E11,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6067213,Contig
GCF_900600905.1,p7.D3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5992498,Contig
GCF_900600895.1,p7.D5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5873993,Contig
GCF_900600885.1,p7.D2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5988364,Contig
GCF_900600875.1,p7.D12,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5949734,Contig
GCF_900600865.1,p7.C6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5897984,Contig
GCF_900600855.1,p7.C9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5948524,Contig
GCF_900600845.1,p7.C7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5944514,Contig
GCF_900600835.1,p7.C8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5951168,Contig
GCF_900600825.1,p7.D10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5991380,Contig
GCF_900600815.1,p7.D1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5956825,Contig
GCF_900600805.1,p7.C4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5846093,Contig
GCF_900600795.1,p7.C3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5986690,Contig
GCF_900600785.1,p7.C5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5859094,Contig
GCF_900600775.1,p7.B7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5943734,Contig
GCF_900600765.1,p7.B6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5943469,Contig
GCF_900600755.1,p7.B2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6023136,Contig
GCF_900600745.1,p7.C2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5989766,Contig
GCF_900600735.1,p7.C1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5998299,Contig
GCF_900600725.1,p7.B8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6011980,Contig
GCF_900600715.1,p7.B4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5999880,Contig
GCF_900600705.1,p7.C12,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6008236,Contig
GCF_900600695.1,p7.B3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5951475,Contig
GCF_900600685.1,p7.B5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5849718,Contig
GCF_900600675.1,p7.A5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5850138,Contig
GCF_900600665.1,p7.A7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5950971,Contig
GCF_900600655.1,p7.B10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6134030,Contig
GCF_900600645.1,p7.B1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6057631,Contig
GCF_900600635.1,p7.A9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6445638,Contig
GCF_900600625.1,p7.B11,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6143452,Contig
GCF_900600615.1,p7.A8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6028355,Contig
GCF_900600605.1,p7.A4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5963141,Contig
GCF_900600595.1,p7.A6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5946192,Contig
GCF_900600585.1,p7.A1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6042117,Contig
GCF_900600575.1,p7.A3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5967788,Contig
GCF_900600565.1,p7.A2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6033573,Contig
GCF_900600555.1,p7.A12,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6164162,Contig
GCF_900600545.1,p6.H9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5954010,Contig
GCF_900600535.1,p6.H7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6131897,Contig
GCF_900600525.1,p7.A11,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6001684,Contig
GCF_900600515.1,p7.A10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6149289,Contig
GCF_900600505.1,p6.H8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6072873,Contig
GCF_900600495.1,p6.G9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6063742,Contig
GCF_900600485.1,p6.G8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6075844,Contig
GCF_900600475.1,p6.H10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6087430,Contig
GCF_900600465.1,p6.H5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6086380,Contig
GCF_900600445.1,p6.H1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6081790,Contig
GCF_900600435.1,p6.H6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6085822,Contig
GCF_900600425.1,p6.H11,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5945282,Contig
GCF_900600415.1,p6.G5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6145820,Contig
GCF_900600395.1,p6.F8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5977542,Contig
GCF_900600385.1,p6.G1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6417068,Contig
GCF_900600375.1,p6.G3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6069302,Contig
GCF_900600365.1,p6.G10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6622692,Contig
GCF_900600355.1,p6.G2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5891173,Contig
GCF_900600345.1,p6.F9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5971639,Contig
GCF_900600335.1,p6.G4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6087760,Contig
GCF_900600325.1,p6.F3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5977432,Contig
GCF_900600315.1,p6.F4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5972931,Contig
GCF_900600305.1,p6.F5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5972714,Contig
GCF_900600295.1,p6.E8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5987396,Contig
GCF_900600285.1,p6.F11,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5977236,Contig
GCF_900600275.1,p6.F10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5975492,Contig
GCF_900600265.1,p6.F1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6723108,Contig
GCF_900600255.1,p6.E6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5986771,Contig
GCF_900600245.1,p6.E7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6002302,Contig
GCF_900600235.1,p6.E4,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5975629,Contig
GCF_900600225.1,p6.F12,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5979290,Contig
GCF_900600215.1,p6.E9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6396248,Contig
GCF_900600205.1,p6.F2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6006949,Contig
GCF_900600195.1,p6.D7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5981034,Contig
GCF_900600185.1,p6.E2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5968447,Contig
GCF_900600175.1,p6.E10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6079995,Contig
GCF_900600165.1,p6.E11,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6148642,Contig
GCF_900600155.1,p6.E1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5982091,Contig
GCF_900600145.1,p6.D8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5985762,Contig
GCF_900600135.1,p6.D6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5982077,Contig
GCF_900600125.1,p6.D5,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6114332,Contig
GCF_900600115.1,p6.E3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6249443,Contig
GCF_900600105.1,p6.D9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6076705,Contig
GCF_900600095.1,p6.C8,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5938427,Contig
GCF_900600085.1,p6.C7,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5973728,Contig
GCF_900600075.1,p6.D3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6061318,Contig
GCF_900600065.1,p6.D10,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6310226,Contig
GCF_900600055.1,p6.C9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5920021,Contig
GCF_900600045.1,p6.D1,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5887232,Contig
GCF_900600035.1,p6.D11,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,6000349,Contig
GCF_900600025.1,p6.C6,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5973561,Contig
GCF_900600015.1,p6.D2,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5899075,Contig
GCF_900599995.1,p6.C3,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5946440,Contig
GCF_900599985.1,p6.B9,33069,136849,Pseudomonas viridiflava,,Pseudomonas viridiflava,2018-11-01,5921025,Contig
